ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,Order_date,City
Rain Jacket,Coats and jackets,350.75,4,2974,867,0.26,431,12-22-2023,Chicago
Denim Jacket,Coats and jackets,69.96,3.9,2528,145,0.19,1136,10-05-2023,Provo
Denim Jacket,Coats and jackets,370.47,5,1019,117,0.32,400,11-27-2023,McAllen
Denim Jacket,Coats and jackets,253.12,1.7,398,709,0.5,123,3-29-2024,Concord
Leather Jacket,Coats and jackets,290.22,3.4,499,572,0.49,1794,2-26-2024,San Juan
Winter Coat,Coats and jackets,297.05,3.3,2757,848,0.46,562,10-11-2023,Hartford
Leather Jacket,Coats and jackets,137.06,2.7,4676,348,0.23,48,3-30-2024,Cape Coral
Denim Jacket,Coats and jackets,246.65,1.5,3331,637,0.36,1009,02-04-2024,Indianapolis
Denim Jacket,Coats and jackets,367.46,4.1,685,827,0.07,1592,05-12-2024,Boise
Denim Jacket,Coats and jackets,331.91,4.8,1431,875,0.02,1365,11-05-2023,Des Moines
Leather Jacket,Coats and jackets,131.02,4.6,631,905,0.14,1205,2-27-2024,Concord
Winter Coat,Coats and jackets,390.59,1.3,1719,618,0.03,249,6-15-2023,Rochester
Winter Coat,Coats and jackets,179.5,2.3,3141,638,0.12,671,10-08-2023,Charlotte
Leather Jacket,Coats and jackets,482.06,3.2,1449,665,0.21,895,1-22-2024,Des Moines
Winter Coat,Coats and jackets,252.3,4.9,3652,130,0.36,1956,08-12-2023,Akron
Leather Jacket,Coats and jackets,161.26,4.8,1931,444,0.06,1201,2-16-2024,Harrisburg
Denim Jacket,Coats and jackets,214.82,1.4,597,288,0.26,1596,04-12-2024,Boise
Rain Jacket,Coats and jackets,207.95,3.2,3669,176,0.27,965,11-27-2023,Chicago
Rain Jacket,Coats and jackets,247.5,1.7,1537,21,0.42,1089,7-18-2023,Kansas City
Rain Jacket,Coats and jackets,432.37,2.8,3750,85,0.15,1959,8-23-2023,Spokane
Denim Jacket,Coats and jackets,184.43,4.9,2290,830,0.25,31,09-09-2023,Bridgeport
Denim Jacket,Coats and jackets,276.98,4,4979,213,0.01,743,11-12-2023,Springfield
Leather Jacket,Coats and jackets,441,4.5,3048,679,0.49,1049,04-07-2024,Atlanta
Winter Coat,Coats and jackets,56.13,2.4,1067,96,0.2,226,9-24-2023,Virginia Beach
Leather Jacket,Coats and jackets,331.82,4.3,4402,778,0.1,1609,06-04-2024,Rochester
Denim Jacket,Coats and jackets,184.77,4,484,596,0.16,904,4-26-2024,Oakland
Leather Jacket,Coats and jackets,458.39,3.1,4563,453,0.4,774,07-12-2023,New York
Leather Jacket,Coats and jackets,187.92,4.6,1898,39,0.25,219,02-04-2024,Kansas City
Leather Jacket,Coats and jackets,100.27,4.6,687,618,0.16,989,10-10-2023,Pittsburgh
Leather Jacket,Coats and jackets,442.38,4.2,3958,15,0.49,1132,5-22-2024,Las Vegas
Rain Jacket,Coats and jackets,320.99,1.7,1125,505,0.21,246,02-05-2024,Akron
Leather Jacket,Coats and jackets,346.56,1.4,2243,792,0.41,1689,1-31-2024,Little Rock
Leather Jacket,Coats and jackets,101.83,4.4,1395,485,0.27,210,4-13-2024,Spokane
Denim Jacket,Coats and jackets,494.15,4.6,1899,456,0.18,1249,02-02-2024,Tampa
Denim Jacket,Coats and jackets,174.25,1.7,3348,155,0.41,189,01-01-2024,Dallas
Denim Jacket,Coats and jackets,453.63,4,4433,313,0.31,278,12-19-2023,Concord
Denim Jacket,Coats and jackets,182.66,4.4,1674,861,0.49,930,8-28-2023,Austin
Denim Jacket,Coats and jackets,372.25,1.4,4578,935,0,1070,11-24-2023,Bakersfield
Denim Jacket,Coats and jackets,121.32,4.3,854,639,0.32,515,8-14-2023,Philadelphia
Road Bike,Bicycles,186.59,1.3,1336,628,0.2,1677,05-04-2024,Columbia
Mountain Bike,Bicycles,396.34,3.7,2257,114,0.45,1274,11-06-2023,Omaha
Hybrid Bike,Bicycles,92.85,2.6,2597,141,0.43,839,12-05-2023,New Orleans
Hybrid Bike,Bicycles,212.25,4.2,595,880,0.02,855,9-16-2023,Detroit
Road Bike,Bicycles,483.46,1.5,4088,82,0.49,898,09-11-2023,Harrisburg
Mountain Bike,Bicycles,421.34,4.9,3789,62,0.28,1659,02-12-2024,El Paso
Electric Bike,Bicycles,321.19,2.8,1143,933,0.06,675,8-31-2023,Sacramento
Mountain Bike,Bicycles,16.08,2.9,4916,738,0.11,333,11-03-2023,Charlotte
Mountain Bike,Bicycles,33.59,4.6,4008,631,0.09,694,5-27-2024,Allentown
Mountain Bike,Bicycles,420.69,2.1,2315,34,0.13,493,4-23-2024,Bonita Springs
Mountain Bike,Bicycles,265.51,1.3,1299,868,0.3,1952,11-24-2023,Oklahoma City
Mountain Bike,Bicycles,26,4.5,4577,727,0.48,1031,8-16-2023,Palm Bay
Hybrid Bike,Bicycles,220.91,2.3,3659,173,0.39,1896,1-17-2024,Oakland
Road Bike,Bicycles,90.76,1.7,1573,787,0.39,178,02-01-2024,Riverside
Hybrid Bike,Bicycles,261.06,1.4,578,853,0.13,1185,07-01-2023,Colorado Springs
Hybrid Bike,Bicycles,492.08,2.1,4005,261,0.45,1745,04-12-2024,Rochester
Electric Bike,Bicycles,306,4.6,3451,361,0.49,92,2-24-2024,San Francisco
Mountain Bike,Bicycles,315.03,2.9,1455,748,0.24,1712,1-23-2024,Richmond
Mountain Bike,Bicycles,12.7,1,1213,135,0.02,891,6-25-2023,Albuquerque
Road Bike,Bicycles,236.8,2.8,703,317,0.2,1845,10-23-2023,Harrisburg
Mountain Bike,Bicycles,410.17,2.1,855,788,0.17,1958,12-12-2023,San Francisco
Mountain Bike,Bicycles,24.54,3.7,1517,658,0.23,126,4-27-2024,Miami
Mountain Bike,Bicycles,203.34,2.7,3403,583,0.45,1132,9-18-2023,New Haven
Mountain Bike,Bicycles,161.59,4.3,987,249,0.36,1176,07-01-2023,Baltimore
Road Bike,Bicycles,35.06,2,726,688,0.3,849,1-18-2024,Richmond
Road Bike,Bicycles,335.99,4.2,419,593,0.05,1774,3-20-2024,Reno
Mountain Bike,Bicycles,44.79,1.3,2702,40,0.47,958,09-01-2023,Colorado Springs
Mountain Bike,Bicycles,326.76,4.6,1996,265,0.25,562,2-15-2024,Palm Bay
Mountain Bike,Bicycles,310.16,4.5,3155,453,0.06,1537,03-11-2024,Oklahoma City
Road Bike,Bicycles,416.22,5,4008,267,0.15,1856,08-06-2023,Austin
Mountain Bike,Bicycles,205.69,4.6,4669,48,0.11,920,09-07-2023,New Orleans
Electric Bike,Bicycles,329.62,4.4,1130,657,0.2,1452,3-31-2024,New Orleans
Mountain Bike,Bicycles,432.25,3.4,3435,865,0.19,194,01-08-2024,Jacksonville
Electric Bike,Bicycles,459.15,2.7,359,74,0.29,1848,2-15-2024,Richmond
Electric Bike,Bicycles,202.56,3.1,3361,439,0.08,6,11-29-2023,Las Vegas
Mountain Bike,Bicycles,446.15,2.4,3219,786,0.01,1467,02-07-2024,Brooklyn
Hybrid Bike,Bicycles,162.5,3.7,929,687,0.11,1227,7-27-2023,Boise
Hybrid Bike,Bicycles,347.25,1.6,1399,343,0.25,74,4-28-2024,Birmingham
Electric Bike,Bicycles,58.66,1.8,4458,447,0.21,1586,08-11-2023,Memphis
Road Bike,Bicycles,380.54,2.8,4637,937,0.45,124,05-06-2024,Cincinnati
Sketchbook,Art and crafting materials,193.65,2.9,785,200,0.49,76,4-14-2024,El Paso
Brushes,Art and crafting materials,84.28,1.1,3807,277,0.27,1188,08-12-2023,Baton Rouge
Paint Set,Art and crafting materials,275.44,4,2390,946,0.18,1377,2-24-2024,Baltimore
Brushes,Art and crafting materials,96.81,3,382,532,0.48,358,7-24-2023,Portland
Brushes,Art and crafting materials,90.97,3.3,1134,865,0.24,434,9-13-2023,Detroit
Brushes,Art and crafting materials,441.35,3.5,3735,761,0.23,998,07-07-2023,Las Vegas
Canvas,Art and crafting materials,29.34,2.9,2211,885,0.11,63,3-13-2024,Knoxville
Paint Set,Art and crafting materials,303.57,2.4,3630,139,0.02,1781,06-07-2024,Oklahoma City
Paint Set,Art and crafting materials,343.57,2.9,882,146,0.26,619,10-20-2023,Miami
Canvas,Art and crafting materials,433.14,3.4,1610,416,0.28,406,11-22-2023,Denver
Canvas,Art and crafting materials,251.24,3.3,3802,81,0.22,1710,10-17-2023,Queens
Canvas,Art and crafting materials,405.23,2.9,2558,328,0.03,940,07-11-2023,New Haven
Paint Set,Art and crafting materials,425.01,4.6,2490,836,0.26,1517,12-06-2023,Houston
Brushes,Art and crafting materials,369.67,4.1,4117,348,0.02,1858,4-19-2024,Virginia Beach
Sketchbook,Art and crafting materials,75.87,2.2,1999,203,0.4,1687,05-08-2024,Chicago
Canvas,Art and crafting materials,269,4.2,3234,18,0.1,793,2-20-2024,Staten Island
Canvas,Art and crafting materials,154.36,1.1,1088,291,0.42,0,05-06-2024,San Diego
Paint Set,Art and crafting materials,379.18,4.1,200,126,0.44,546,12-01-2023,Long Beach
Brushes,Art and crafting materials,53.42,3,413,990,0.03,1378,04-01-2024,Oakland
Brushes,Art and crafting materials,319.72,3.3,2015,289,0,82,02-10-2024,Toledo
Sketchbook,Art and crafting materials,156.79,1.3,2422,161,0.4,1679,6-20-2023,Charlotte
Canvas,Art and crafting materials,81.15,3.8,2158,926,0.12,294,11-10-2023,Albuquerque
Sketchbook,Art and crafting materials,84.64,2.1,3701,732,0.29,1830,7-27-2023,Kansas City
Paint Set,Art and crafting materials,323.83,4.9,1556,402,0.18,1336,09-05-2023,Cincinnati
Sketchbook,Art and crafting materials,102.04,3.9,1589,563,0.32,1905,5-29-2024,Bonita Springs
Sketchbook,Art and crafting materials,359.84,4.3,2307,204,0.46,775,5-31-2024,San Jose
Brushes,Art and crafting materials,87.73,4.5,4449,638,0.03,1739,4-24-2024,Cincinnati
Brushes,Art and crafting materials,60.35,1.8,1884,153,0.36,1749,8-23-2023,Phoenix
Paint Set,Art and crafting materials,40.72,4.4,2437,324,0.47,1855,01-07-2024,Grand Rapids
Canvas,Art and crafting materials,59.93,2.4,4232,922,0.43,1475,03-04-2024,Washington
Sketchbook,Art and crafting materials,447.02,2.7,2224,197,0.19,1995,12-16-2023,San Juan
Paint Set,Art and crafting materials,66.85,1.2,1948,928,0.47,1752,2-13-2024,Baton Rouge
Brushes,Art and crafting materials,12.14,1.7,3988,234,0.33,928,5-19-2024,Harrisburg
Canvas,Art and crafting materials,73.5,3.7,4888,605,0.13,1875,11-14-2023,Charlotte
Canvas,Art and crafting materials,499.74,1.4,2587,552,0.24,1519,1-18-2024,San Jose
Canvas,Art and crafting materials,190.67,2.5,891,454,0.38,209,10-27-2023,Grand Rapids
Paint Set,Art and crafting materials,213.74,3.9,4744,328,0.43,1845,03-04-2024,Raleigh
Paint Set,Art and crafting materials,379.47,1.1,3976,727,0.47,1827,09-12-2023,Virginia Beach
Brushes,Art and crafting materials,164.66,3.6,3220,539,0.36,1461,04-08-2024,Boise
Canvas,Art and crafting materials,51.82,1.2,1548,312,0.41,53,1-26-2024,Portland
Coffee Mug,Drinkware,141.12,4.3,4653,524,0.19,1815,9-28-2023,Staten Island
Water Bottle,Drinkware,357.6,4.8,674,920,0.37,613,5-26-2024,Bakersfield
Tea Cup,Drinkware,301.61,1,4266,408,0.48,1211,07-02-2023,Detroit
Water Bottle,Drinkware,383.53,2.8,2831,686,0.11,1627,12-09-2023,Mission Viejo
Tea Cup,Drinkware,71.52,1.1,2222,733,0.18,1444,1-30-2024,Allentown
Wine Glass,Drinkware,18.6,2.2,32,54,0.26,755,08-04-2023,Columbus
Water Bottle,Drinkware,289.62,3.3,4579,972,0.49,622,08-10-2023,Fresno
Coffee Mug,Drinkware,278.01,4.3,3030,728,0.15,1068,11-11-2023,Des Moines
Wine Glass,Drinkware,158.43,1.3,488,156,0.12,411,11-20-2023,Los Angeles
Wine Glass,Drinkware,39.26,3.7,515,601,0.5,630,1-31-2024,Kansas City
Tea Cup,Drinkware,495.75,3.2,3871,539,0.39,1552,4-14-2024,Concord
Water Bottle,Drinkware,105.96,1.6,25,24,0.39,1324,07-09-2023,Worcester
Wine Glass,Drinkware,491.01,3.1,3483,970,0.13,1072,12-20-2023,Concord
Tea Cup,Drinkware,175.3,3.9,1592,558,0.03,685,10-14-2023,Orlando
Water Bottle,Drinkware,82.18,1,2295,565,0.21,421,10-30-2023,Palm Bay
Wine Glass,Drinkware,183.59,4.8,2500,389,0.14,597,11-15-2023,Springfield
Water Bottle,Drinkware,277.82,2.7,1757,2,0.08,1116,06-04-2024,Boise
Tea Cup,Drinkware,449.86,3.7,3823,330,0.4,1546,6-27-2023,Phoenix
Tea Cup,Drinkware,332.97,1.4,4675,866,0.25,695,7-28-2023,Dayton
Wine Glass,Drinkware,490.76,3.3,356,600,0.46,310,6-20-2023,Minneapolis
Water Bottle,Drinkware,16.38,1.1,619,882,0.37,124,6-24-2023,Cleveland
Coffee Mug,Drinkware,480.47,3.1,929,246,0.2,361,06-04-2024,Des Moines
Water Bottle,Drinkware,361.98,2,4282,595,0.28,1877,03-11-2024,Bonita Springs
Water Bottle,Drinkware,305.5,4.3,3619,612,0.19,1179,10-01-2023,Seattle
Wine Glass,Drinkware,32.57,4.2,4967,321,0.26,943,3-13-2024,Sacramento
Water Bottle,Drinkware,220.06,1.1,3947,652,0,739,9-21-2023,Bridgeport
Water Bottle,Drinkware,204.94,4.7,2176,671,0.26,326,10-15-2023,Wichita
Wine Glass,Drinkware,202.3,4,3696,358,0.29,717,5-26-2024,Akron
Water Bottle,Drinkware,496.3,2.5,692,90,0.21,960,2-19-2024,San Juan
Coffee Mug,Drinkware,103.88,4.7,3699,854,0.25,1738,05-02-2024,Los Angeles
Coffee Mug,Drinkware,122.06,4.8,2401,748,0.11,1603,11-28-2023,Provo
Tea Cup,Drinkware,223.94,3.3,2635,281,0.42,1132,12-07-2023,Fresno
Wine Glass,Drinkware,448.11,4.8,4647,644,0.21,131,09-07-2023,Grand Rapids
Water Bottle,Drinkware,445.55,3.2,3180,220,0.13,1391,1-17-2024,San Jose
Tea Cup,Drinkware,428.96,1.8,3576,474,0.03,270,11-30-2023,Houston
Wine Glass,Drinkware,407.33,4.3,3607,535,0.33,1858,8-27-2023,New York
Coffee Mug,Drinkware,237.01,1.2,278,876,0.02,253,12-14-2023,Las Vegas
Water Bottle,Drinkware,270.69,3.4,699,565,0.18,1848,1-26-2024,Pittsburgh
Tea Cup,Drinkware,120.8,2.2,3388,211,0.12,1714,07-06-2023,Indianapolis
Wine Glass,Drinkware,103.65,2.2,4082,510,0.32,1192,07-05-2023,Albuquerque
Eau de Toilette,Perfume and cologne,158.44,2.3,1135,410,0.14,1208,4-26-2024,Buffalo
Eau de Toilette,Perfume and cologne,208.82,1.9,4308,309,0.3,752,9-14-2023,San Diego
Body Spray,Perfume and cologne,213.09,4,4538,161,0.39,520,1-25-2024,Las Vegas
Perfume Oil,Perfume and cologne,30.79,2.1,3907,559,0.15,152,02-10-2024,Washington
Eau de Parfum,Perfume and cologne,284.44,4.1,1752,562,0.18,488,3-16-2024,Minneapolis
Eau de Toilette,Perfume and cologne,351.63,3.9,1914,197,0.46,406,12-28-2023,Las Vegas
Eau de Parfum,Perfume and cologne,432.23,2.1,4858,680,0.1,1164,04-03-2024,Toledo
Eau de Toilette,Perfume and cologne,335.92,1.6,3408,574,0.38,1903,12-20-2023,Cleveland
Eau de Parfum,Perfume and cologne,474.07,3,1497,782,0.25,863,02-05-2024,Birmingham
Perfume Oil,Perfume and cologne,198.33,1.1,1907,418,0.01,825,8-28-2023,Baltimore
Eau de Toilette,Perfume and cologne,423.21,1.4,3386,924,0.41,888,12-27-2023,Birmingham
Body Spray,Perfume and cologne,220.5,2.2,3407,389,0.06,1263,7-28-2023,Denver
Eau de Toilette,Perfume and cologne,280.83,2.6,4986,554,0.43,1683,03-09-2024,Harrisburg
Perfume Oil,Perfume and cologne,316.26,2.3,3093,882,0.25,839,06-05-2024,Albany
Eau de Toilette,Perfume and cologne,316.19,3.3,3062,594,0.31,499,7-20-2023,Charleston
Perfume Oil,Perfume and cologne,101.59,1.1,2378,900,0.18,1424,03-07-2024,Minneapolis
Eau de Parfum,Perfume and cologne,369.02,2.6,887,58,0.18,49,5-24-2024,Wichita
Eau de Toilette,Perfume and cologne,172.9,1.2,2606,678,0.47,1164,3-20-2024,Harrisburg
Eau de Toilette,Perfume and cologne,369.41,1.5,3474,127,0.38,759,5-14-2024,Detroit
Perfume Oil,Perfume and cologne,145.4,2.7,4664,391,0.03,1692,11-23-2023,New Orleans
Eau de Parfum,Perfume and cologne,60.53,3.2,1341,680,0.37,1497,11-06-2023,Little Rock
Eau de Parfum,Perfume and cologne,204.83,2.1,4873,97,0.24,207,06-10-2024,Austin
Perfume Oil,Perfume and cologne,279.31,3.8,153,938,0.3,218,01-07-2024,Raleigh
Body Spray,Perfume and cologne,476.2,2.2,2195,107,0.23,1506,7-26-2023,Denton
Eau de Toilette,Perfume and cologne,324.4,3.8,1742,282,0.34,480,6-26-2023,Tulsa
Perfume Oil,Perfume and cologne,295.94,3.1,2555,257,0.43,1088,3-21-2024,San Jose
Eau de Toilette,Perfume and cologne,230.05,3.4,4757,946,0.44,890,10-08-2023,Phoenix
Eau de Toilette,Perfume and cologne,316.35,2.5,283,448,0.01,1091,06-05-2024,Mesa
Eau de Parfum,Perfume and cologne,275.58,4.8,3491,72,0.42,617,8-29-2023,St. Louis
Eau de Toilette,Perfume and cologne,488.73,1.4,369,794,0.22,1442,10-12-2023,San Diego
Body Spray,Perfume and cologne,51.31,4.2,4462,270,0.41,378,3-31-2024,New York
Body Spray,Perfume and cologne,14.44,3.4,3856,42,0.32,169,11-13-2023,Des Moines
Eau de Parfum,Perfume and cologne,54.78,1.8,150,110,0.37,1070,04-10-2024,Knoxville
Eau de Parfum,Perfume and cologne,115.06,2.1,4897,295,0.18,945,7-30-2023,Virginia Beach
Eau de Toilette,Perfume and cologne,302.58,3.4,1629,303,0.17,1361,05-05-2024,Dayton
Body Spray,Perfume and cologne,413.26,4.7,3757,386,0.31,832,3-13-2024,Grand Rapids
Eau de Toilette,Perfume and cologne,152.83,4.1,2556,389,0.4,294,09-02-2023,Seattle
Eau de Parfum,Perfume and cologne,448.72,3.7,4663,186,0.23,444,4-15-2024,Bronx
Body Spray,Perfume and cologne,322.6,4.3,679,419,0.27,1642,05-06-2024,Memphis
Body Spray,Perfume and cologne,41.36,4.3,2559,138,0.3,1228,9-26-2023,Charlotte
White Wine,Wine,256.29,1.2,4917,87,0.46,1230,02-04-2024,Cape Coral
Rose Wine,Wine,359.35,1,120,384,0.46,1364,1-31-2024,Columbia
Red Wine,Wine,100.97,3.7,2668,302,0.34,802,04-04-2024,Louisville
Red Wine,Wine,161.81,2,2359,745,0.27,276,04-12-2024,Minneapolis
Rose Wine,Wine,47.55,4.5,2591,566,0.48,1571,2-23-2024,Charleston
White Wine,Wine,193.02,2.1,2895,96,0.16,828,1-27-2024,Charleston
White Wine,Wine,281.15,3,661,424,0.43,1449,3-17-2024,Queens
Red Wine,Wine,178.94,2.8,2942,725,0.15,1262,12-30-2023,Reno
Rose Wine,Wine,97.83,3.8,4590,623,0.06,1424,10-09-2023,Columbia
Sparkling Wine,Wine,432.86,3.1,3089,605,0.08,288,11-16-2023,Omaha
White Wine,Wine,91.22,4.6,4729,649,0.32,114,01-02-2024,Little Rock
Red Wine,Wine,113.83,2.2,2294,558,0.2,146,2-15-2024,Kansas City
Rose Wine,Wine,377.2,3.3,2410,508,0.21,1312,5-24-2024,Tucson
Rose Wine,Wine,351.25,3.8,448,924,0.25,1522,1-23-2024,Portland
White Wine,Wine,291.95,1.1,238,204,0.35,244,7-28-2023,Denton
Red Wine,Wine,175.23,1.6,4166,268,0.2,304,06-05-2024,Provo
White Wine,Wine,258.82,2.7,1776,573,0.4,1560,10-05-2023,Concord
Red Wine,Wine,209.98,4.5,2463,793,0.13,24,08-07-2023,Colorado Springs
Sparkling Wine,Wine,351.66,4,504,597,0.42,498,6-14-2023,Spokane
Rose Wine,Wine,149.9,3.1,3484,338,0.41,1960,9-15-2023,Bonita Springs
Rose Wine,Wine,16.55,2.6,2104,231,0.01,383,4-25-2024,Pittsburgh
White Wine,Wine,42.82,4.5,2763,750,0.27,291,7-13-2023,Little Rock
Sparkling Wine,Wine,277.34,4.9,4177,833,0.26,334,5-23-2024,Milwaukee
Sparkling Wine,Wine,471.85,1.2,2370,850,0.04,205,7-28-2023,Rochester
Sparkling Wine,Wine,43.67,2.5,2890,121,0.17,95,07-01-2023,Tucson
White Wine,Wine,116.66,3.6,670,123,0.05,1527,11-18-2023,Pittsburgh
Sparkling Wine,Wine,42.57,4.1,249,313,0.39,1452,7-30-2023,Chicago
Rose Wine,Wine,341.96,4,3426,484,0.1,43,5-14-2024,Sacramento
Rose Wine,Wine,93.24,1.8,219,901,0.37,400,11-10-2023,Bonita Springs
Rose Wine,Wine,302.61,3.6,803,489,0.29,1493,04-11-2024,Charleston
White Wine,Wine,160.38,2.7,53,527,0.1,1082,08-04-2023,Oklahoma City
Sparkling Wine,Wine,303.89,4.4,2781,715,0.36,394,11-18-2023,Port St. Lucie
Sparkling Wine,Wine,47.72,3.8,370,857,0.23,1341,11-01-2023,Bakersfield
Red Wine,Wine,143.25,3.8,4334,194,0.47,1245,04-12-2024,Bronx
Red Wine,Wine,269.07,4.3,3988,377,0.14,922,6-22-2023,Ogden
Rose Wine,Wine,139.67,3.6,974,206,0.39,1814,7-22-2023,Oklahoma City
Sparkling Wine,Wine,53.31,3.8,203,160,0.22,768,12-30-2023,Cincinnati
Rose Wine,Wine,139.36,2.7,607,674,0.41,827,2-13-2024,Concord
White Wine,Wine,336.76,2.3,2103,365,0.44,1767,10-01-2023,Omaha
Red Wine,Wine,223.85,3.7,2378,992,0.29,1791,05-05-2024,Detroit
Knee-High Socks,Socks,415.06,4.6,956,798,0.4,572,07-01-2023,Oakland
Ankle Socks,Socks,289.87,2.2,2828,880,0.48,458,12-08-2023,Tulsa
Wool Socks,Socks,394.03,3.3,4603,303,0.16,597,12-29-2023,Salt Lake City
Ankle Socks,Socks,384.53,3.5,991,355,0.02,206,9-30-2023,Jacksonville
Ankle Socks,Socks,12.62,4.8,4804,852,0.2,338,5-18-2024,Fresno
Knee-High Socks,Socks,495.43,4,2730,449,0.35,938,01-11-2024,Mesa
Knee-High Socks,Socks,289.05,4.5,650,621,0.19,539,11-28-2023,Buffalo
Ankle Socks,Socks,113.7,5,2827,561,0.32,1136,12-25-2023,Pittsburgh
Knee-High Socks,Socks,470.57,3,4383,906,0.42,1178,4-18-2024,Colorado Springs
Cotton Socks,Socks,192.83,4.8,2324,939,0.25,1448,4-14-2024,New Haven
Ankle Socks,Socks,487.38,1.3,917,850,0.37,838,9-26-2023,Reno
Wool Socks,Socks,97.88,3.8,1749,753,0.33,92,1-22-2024,Las Vegas
Cotton Socks,Socks,19.38,4.1,374,58,0.35,779,8-21-2023,St. Louis
Cotton Socks,Socks,345.99,4.6,3255,89,0.2,972,7-26-2023,Spokane
Wool Socks,Socks,418.56,3.6,1610,967,0.05,1834,1-14-2024,Louisville
Knee-High Socks,Socks,25.55,2.7,4735,339,0.44,1167,7-30-2023,Indianapolis
Ankle Socks,Socks,113.5,4.5,1262,951,0.1,1204,11-10-2023,Boise
Knee-High Socks,Socks,443.45,1.5,4274,211,0.11,464,10-17-2023,Rochester
Ankle Socks,Socks,486.96,2.9,2654,884,0.03,275,10-25-2023,New Haven
Wool Socks,Socks,487.92,4.3,3135,809,0.47,1938,06-01-2024,Atlanta
Cotton Socks,Socks,44.81,1.8,762,275,0.03,727,4-21-2024,Spokane
Ankle Socks,Socks,82.17,4.9,2040,807,0.06,235,4-17-2024,Minneapolis
Ankle Socks,Socks,401.16,2.3,903,92,0.12,1083,1-26-2024,Charleston
Ankle Socks,Socks,189.14,2.4,1036,991,0.49,1817,3-18-2024,San Jose
Knee-High Socks,Socks,81.99,2.4,2430,855,0.08,1494,09-08-2023,Allentown
Cotton Socks,Socks,416.36,3.8,3373,95,0.08,191,9-20-2023,Worcester
Knee-High Socks,Socks,158.78,2.2,3183,827,0.24,1168,04-08-2024,El Paso
Ankle Socks,Socks,492.27,2.6,2153,180,0.21,776,09-08-2023,Mesa
Wool Socks,Socks,180.06,3.2,2153,270,0.02,1526,12-28-2023,Mission Viejo
Wool Socks,Socks,494.83,4.6,3802,980,0.24,1743,11-24-2023,Madison
Ankle Socks,Socks,284.19,3.7,226,47,0.2,1462,8-22-2023,Cleveland
Knee-High Socks,Socks,213.91,3.1,2535,908,0.44,1252,3-27-2024,Memphis
Wool Socks,Socks,261.32,4.5,4405,131,0.49,1095,09-05-2023,Tampa
Wool Socks,Socks,334.22,1.6,1445,119,0.09,1757,02-02-2024,Buffalo
Wool Socks,Socks,209.21,4.6,2294,71,0.19,5,11-19-2023,Omaha
Knee-High Socks,Socks,400.89,2.5,698,75,0.28,1822,6-29-2023,Queens
Ankle Socks,Socks,175.45,5,2334,765,0.26,1619,5-30-2024,Tucson
Wool Socks,Socks,436.63,4.2,275,499,0.38,1973,9-13-2023,Mission Viejo
Knee-High Socks,Socks,248.2,4.7,4204,278,0.15,1799,08-02-2023,Atlanta
Cotton Socks,Socks,395.05,3.4,1520,155,0.38,1295,06-10-2024,Worcester
Silk Sheets,Bedsheets,220.69,3.4,870,12,0.38,1756,10-18-2023,Buffalo
Silk Sheets,Bedsheets,243.09,3.7,1647,566,0.32,1490,2-17-2024,Omaha
Linen Sheets,Bedsheets,456.2,3,4660,470,0.31,925,08-04-2023,Los Angeles
Bamboo Sheets,Bedsheets,464.91,5,1067,738,0.38,1743,9-21-2023,Oklahoma City
Bamboo Sheets,Bedsheets,34.31,3.9,2951,71,0.46,1291,7-27-2023,San Antonio
Linen Sheets,Bedsheets,402.71,2.6,4234,614,0.06,272,11-04-2023,Cincinnati
Cotton Sheets,Bedsheets,287.23,4.7,4485,341,0.03,1956,12-03-2023,Cleveland
Linen Sheets,Bedsheets,267.12,4.1,4322,370,0.17,816,1-15-2024,Bronx
Linen Sheets,Bedsheets,153.95,1.2,870,667,0.3,1029,1-17-2024,Madison
Bamboo Sheets,Bedsheets,165.6,4.4,3190,292,0.44,1603,11-11-2023,Bonita Springs
Silk Sheets,Bedsheets,457.34,2.4,307,569,0.36,1128,10-28-2023,Tampa
Linen Sheets,Bedsheets,223.47,4.2,1378,749,0.04,795,11-15-2023,Long Beach
Bamboo Sheets,Bedsheets,418.94,4.7,4567,719,0.23,1957,1-27-2024,New York
Linen Sheets,Bedsheets,89.77,3.4,1398,653,0.22,1534,8-27-2023,Cape Coral
Linen Sheets,Bedsheets,130.86,2.9,3049,72,0.38,1983,6-18-2023,Baltimore
Silk Sheets,Bedsheets,96.82,2.2,1977,282,0.03,270,01-01-2024,Austin
Bamboo Sheets,Bedsheets,433.83,2,2398,433,0.45,1494,02-01-2024,Cape Coral
Linen Sheets,Bedsheets,156.44,1.4,1269,600,0.36,1922,1-15-2024,Orlando
Cotton Sheets,Bedsheets,432.94,4.3,2044,480,0.06,1788,1-21-2024,Spokane
Silk Sheets,Bedsheets,156.97,3.4,1325,24,0.08,888,04-03-2024,Milwaukee
Cotton Sheets,Bedsheets,32.17,1.9,470,963,0.29,660,10-29-2023,Toledo
Silk Sheets,Bedsheets,266.34,3.8,3623,241,0.28,1203,11-25-2023,Brooklyn
Linen Sheets,Bedsheets,134.43,4.1,3308,692,0.23,55,10-19-2023,Hartford
Silk Sheets,Bedsheets,115.2,1.3,2799,513,0.37,1723,08-10-2023,Chicago
Silk Sheets,Bedsheets,433.1,1.9,4006,601,0.39,1991,11-05-2023,Nashville
